[1455388200] LOG ROTATION: DAILY
[1455388200] LOG VERSION: 2.0
[1455388200] CURRENT HOST STATE: Nagios Server;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.03 ms
[1455388200] CURRENT HOST STATE: credr_DW_52.76.17.124;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.43 ms
[1455388200] CURRENT HOST STATE: credr_db_prod_master_52.76.120.118;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.70 ms
[1455388200] CURRENT HOST STATE: credr_db_prod_middle_52.76.193.246;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.64 ms
[1455388200] CURRENT HOST STATE: credr_db_prod_slave_52.76.187.176;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.62 ms
[1455388200] CURRENT HOST STATE: credr_dev_52.74.244.220;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.71 ms
[1455388200] CURRENT HOST STATE: credr_prod_52.74.247.15;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.58 ms
[1455388200] CURRENT HOST STATE: credr_prodsolr_52.74.114.132;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.35 ms
[1455388200] CURRENT HOST STATE: credr_stage_52.76.16.57;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.70 ms
[1455401501] SERVICE NOTIFICATION: nagiosdb;credr_DW_52.76.17.124;CPU Usage;WARNING;notify-service-by-email;CPU STATISTICS WARNING : user=45.77% system=4.48%, iowait=0.00%, idle=49.75%, nice=0.00%, steal=0.00%
[1455401501] wproc: NOTIFY job 60992 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455401501] wproc:   host=credr_DW_52.76.17.124; service=CPU Usage; contact=nagiosdb
[1455401501] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455401501] wproc:   stderr line 01: Send options without primary recipient specified.
[1455401501] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455402221] SERVICE ALERT: credr_DW_52.76.17.124;CPU Usage;OK;HARD;3;CPU STATISTICS OK : user=0.00% system=0.00%, iowait=0.00%, idle=100.00%, nice=0.00%, steal=0.00%
[1455402221] SERVICE FLAPPING ALERT: credr_DW_52.76.17.124;CPU Usage;STARTED; Service appears to have started flapping (22.2% change >= 20.0% threshold)
[1455404438] Auto-save of retention data completed successfully.
[1455405101] SERVICE FLAPPING ALERT: credr_DW_52.76.17.124;CPU Usage;STOPPED; Service appears to have stopped flapping (4.1% change < 5.0% threshold)
[1455408009] SERVICE ALERT: credr_DW_52.76.17.124;PG Locks;WARNING;SOFT;1;POSTGRES_LOCKS WARNING: DB "apps_data" total locks: 132
[1455408038] Auto-save of retention data completed successfully.
[1455408069] SERVICE ALERT: credr_DW_52.76.17.124;PG Locks;WARNING;SOFT;2;POSTGRES_LOCKS WARNING: DB "apps_data" total locks: 132
[1455408130] SERVICE ALERT: credr_DW_52.76.17.124;PG Locks;CRITICAL;HARD;3;POSTGRES_LOCKS CRITICAL: DB "apps_data" total locks: 258
[1455408130] SERVICE NOTIFICATION: nagiosadmin;credr_DW_52.76.17.124;PG Locks;CRITICAL;notify-service-by-email;POSTGRES_LOCKS CRITICAL: DB "apps_data" total locks: 258
[1455408130] SERVICE NOTIFICATION: mohit;credr_DW_52.76.17.124;PG Locks;CRITICAL;notify-service-by-email;POSTGRES_LOCKS CRITICAL: DB "apps_data" total locks: 258
[1455408130] SERVICE NOTIFICATION: nitin;credr_DW_52.76.17.124;PG Locks;CRITICAL;notify-service-by-email;POSTGRES_LOCKS CRITICAL: DB "apps_data" total locks: 258
[1455408130] SERVICE NOTIFICATION: suneet;credr_DW_52.76.17.124;PG Locks;CRITICAL;notify-service-by-email;POSTGRES_LOCKS CRITICAL: DB "apps_data" total locks: 258
[1455408130] SERVICE NOTIFICATION: sudheer;credr_DW_52.76.17.124;PG Locks;CRITICAL;notify-service-by-email;POSTGRES_LOCKS CRITICAL: DB "apps_data" total locks: 258
[1455408130] SERVICE NOTIFICATION: nagiosdb;credr_DW_52.76.17.124;PG Locks;CRITICAL;notify-service-by-email;POSTGRES_LOCKS CRITICAL: DB "apps_data" total locks: 258
[1455408130] wproc: NOTIFY job 62069 from worker Core Worker 13160 is a non-check helper but exited with return code 2
[1455408130] wproc:   host=credr_DW_52.76.17.124; service=PG Locks; contact=nagiosdb
[1455408130] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455408130] wproc:   stderr line 01: Send options without primary recipient specified.
[1455408130] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455408130] wproc:   stderr line 03: /usr/bin/printf: write error: Broken pipe
[1455408309] SERVICE ALERT: credr_DW_52.76.17.124;PG Locks;OK;HARD;3;POSTGRES_LOCKS OK: DB "apps_data" total=28
[1455408309] SERVICE NOTIFICATION: nagiosadmin;credr_DW_52.76.17.124;PG Locks;OK;notify-service-by-email;POSTGRES_LOCKS OK: DB "apps_data" total=28
[1455408309] SERVICE NOTIFICATION: mohit;credr_DW_52.76.17.124;PG Locks;OK;notify-service-by-email;POSTGRES_LOCKS OK: DB "apps_data" total=28
[1455408309] SERVICE NOTIFICATION: nitin;credr_DW_52.76.17.124;PG Locks;OK;notify-service-by-email;POSTGRES_LOCKS OK: DB "apps_data" total=28
[1455408309] SERVICE NOTIFICATION: suneet;credr_DW_52.76.17.124;PG Locks;OK;notify-service-by-email;POSTGRES_LOCKS OK: DB "apps_data" total=28
[1455408309] SERVICE NOTIFICATION: sudheer;credr_DW_52.76.17.124;PG Locks;OK;notify-service-by-email;POSTGRES_LOCKS OK: DB "apps_data" total=28
[1455408309] SERVICE NOTIFICATION: nagiosdb;credr_DW_52.76.17.124;PG Locks;OK;notify-service-by-email;POSTGRES_LOCKS OK: DB "apps_data" total=28
[1455408309] wproc: NOTIFY job 62099 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455408309] wproc:   host=credr_DW_52.76.17.124; service=PG Locks; contact=nagiosdb
[1455408309] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455408309] wproc:   stderr line 01: Send options without primary recipient specified.
[1455408309] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455408309] wproc:   stderr line 03: /usr/bin/printf: write error: Broken pipe
[1455411638] Auto-save of retention data completed successfully.
[1455415238] Auto-save of retention data completed successfully.
[1455418838] Auto-save of retention data completed successfully.
[1455422438] Auto-save of retention data completed successfully.
[1455426038] Auto-save of retention data completed successfully.
[1455427719] SERVICE ALERT: credr_stage_52.76.16.57;Redis Service;CRITICAL;SOFT;1;CRITICAL -  Error: Redis connection to localhost:6379 failed - connect ECONNREFUSED
[1455427779] SERVICE ALERT: credr_stage_52.76.16.57;Redis Service;OK;SOFT;2;OK - uptime_in_days: 0
[1455429638] Auto-save of retention data completed successfully.
[1455432521] SERVICE ALERT: credr_db_prod_slave_52.76.187.176;CPU Usage;CRITICAL;SOFT;1;CPU STATISTICS CRITICAL : user=5.03% system=2.01%, iowait=42.71%, idle=49.75%, nice=0.00%, steal=0.50%
[1455432581] SERVICE ALERT: credr_db_prod_slave_52.76.187.176;CPU Usage;OK;SOFT;2;CPU STATISTICS OK : user=0.00% system=0.00%, iowait=0.00%, idle=99.50%, nice=0.00%, steal=0.50%
[1455433238] Auto-save of retention data completed successfully.
[1455436838] Auto-save of retention data completed successfully.
[1455440438] Auto-save of retention data completed successfully.
[1455444038] Auto-save of retention data completed successfully.
[1455447638] Auto-save of retention data completed successfully.
[1455451238] Auto-save of retention data completed successfully.
[1455454838] Auto-save of retention data completed successfully.
[1455458438] Auto-save of retention data completed successfully.
[1455462038] Auto-save of retention data completed successfully.
[1455465638] Auto-save of retention data completed successfully.
[1455469238] Auto-save of retention data completed successfully.
[1455472838] Auto-save of retention data completed successfully.
