[1456425000] LOG ROTATION: DAILY
[1456425000] LOG VERSION: 2.0
[1456425000] CURRENT HOST STATE: Nagios Server;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.04 ms
[1456425000] CURRENT HOST STATE: credr_DW_52.76.17.124;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.49 ms
[1456425000] CURRENT HOST STATE: credr_db_prod_master_52.76.120.118;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.68 ms
[1456425000] CURRENT HOST STATE: credr_db_prod_middle_52.76.193.246;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.71 ms
[1456425000] CURRENT HOST STATE: credr_db_prod_slave_52.76.187.176;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.66 ms
[1456425000] CURRENT HOST STATE: credr_dev_52.74.244.220;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.80 ms
[1456425000] CURRENT HOST STATE: credr_prod_52.74.247.15;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.58 ms
[1456425000] CURRENT HOST STATE: credr_prodsolr_52.74.114.132;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.42 ms
[1456425000] CURRENT HOST STATE: credr_stage_52.76.16.57;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.09 ms
[1456445069] SERVICE NOTIFICATION: nitin;credr_DW_52.76.17.124;PG Locks;CRITICAL;notify-service-by-email;POSTGRES_LOCKS CRITICAL: DB "apps_data" total locks: 231
[1456445069] SERVICE NOTIFICATION: suneet;credr_DW_52.76.17.124;PG Locks;CRITICAL;notify-service-by-email;POSTGRES_LOCKS CRITICAL: DB "apps_data" total locks: 231
[1456445069] SERVICE NOTIFICATION: sudheer;credr_DW_52.76.17.124;PG Locks;CRITICAL;notify-service-by-email;POSTGRES_LOCKS CRITICAL: DB "apps_data" total locks: 231
[1456445069] SERVICE NOTIFICATION: nagiosdb;credr_DW_52.76.17.124;PG Locks;CRITICAL;notify-service-by-email;POSTGRES_LOCKS CRITICAL: DB "apps_data" total locks: 231
[1456445069] wproc: NOTIFY job 80459 from worker Core Worker 28928 is a non-check helper but exited with return code 2
[1456445069] wproc:   host=credr_DW_52.76.17.124; service=PG Locks; contact=nagiosdb
[1456445069] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1456445069] wproc:   stderr line 01: Send options without primary recipient specified.
[1456445069] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1456445249] SERVICE ALERT: credr_DW_52.76.17.124;PG Locks;OK;HARD;3;POSTGRES_LOCKS OK: DB "apps_data" total=93
[1456445249] SERVICE NOTIFICATION: nagiosadmin;credr_DW_52.76.17.124;PG Locks;OK;notify-service-by-email;POSTGRES_LOCKS OK: DB "apps_data" total=93
[1456445249] SERVICE NOTIFICATION: mohit;credr_DW_52.76.17.124;PG Locks;OK;notify-service-by-email;POSTGRES_LOCKS OK: DB "apps_data" total=93
[1456445249] SERVICE NOTIFICATION: nitin;credr_DW_52.76.17.124;PG Locks;OK;notify-service-by-email;POSTGRES_LOCKS OK: DB "apps_data" total=93
[1456445249] SERVICE NOTIFICATION: suneet;credr_DW_52.76.17.124;PG Locks;OK;notify-service-by-email;POSTGRES_LOCKS OK: DB "apps_data" total=93
[1456445249] SERVICE NOTIFICATION: sudheer;credr_DW_52.76.17.124;PG Locks;OK;notify-service-by-email;POSTGRES_LOCKS OK: DB "apps_data" total=93
[1456445249] SERVICE NOTIFICATION: nagiosdb;credr_DW_52.76.17.124;PG Locks;OK;notify-service-by-email;POSTGRES_LOCKS OK: DB "apps_data" total=93
[1456445249] wproc: NOTIFY job 80490 from worker Core Worker 28928 is a non-check helper but exited with return code 2
[1456445249] wproc:   host=credr_DW_52.76.17.124; service=PG Locks; contact=nagiosdb
[1456445249] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1456445249] wproc:   stderr line 01: Send options without primary recipient specified.
[1456445249] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1456446988] Auto-save of retention data completed successfully.
[1456450588] Auto-save of retention data completed successfully.
[1456454188] Auto-save of retention data completed successfully.
[1456457788] Auto-save of retention data completed successfully.
[1456461388] Auto-save of retention data completed successfully.
[1456464988] Auto-save of retention data completed successfully.
[1456468588] Auto-save of retention data completed successfully.
[1456472188] Auto-save of retention data completed successfully.
[1456475788] Auto-save of retention data completed successfully.
[1456478161] SERVICE ALERT: credr_stage_52.76.16.57;CPU Usage;CRITICAL;SOFT;1;CPU STATISTICS CRITICAL : user=4.25% system=95.75%, iowait=0.00%, idle=0.00%, nice=0.00%, steal=0.00%
[1456478221] SERVICE ALERT: credr_stage_52.76.16.57;CPU Usage;OK;SOFT;2;CPU STATISTICS OK : user=0.25% system=0.00%, iowait=0.00%, idle=99.75%, nice=0.00%, steal=0.00%
[1456479388] Auto-save of retention data completed successfully.
[1456482988] Auto-save of retention data completed successfully.
[1456486588] Auto-save of retention data completed successfully.
[1456490188] Auto-save of retention data completed successfully.
[1456493788] Auto-save of retention data completed successfully.
[1456497388] Auto-save of retention data completed successfully.
[1456500988] Auto-save of retention data completed successfully.
[1456502071] SERVICE ALERT: credr_db_prod_middle_52.76.193.246;CPU Usage;WARNING;SOFT;1;CPU STATISTICS WARNING : user=51.01% system=1.01%, iowait=1.01%, idle=46.97%, nice=0.00%, steal=0.00%
[1456502131] SERVICE ALERT: credr_db_prod_middle_52.76.193.246;CPU Usage;OK;SOFT;2;CPU STATISTICS OK : user=0.00% system=0.50%, iowait=0.50%, idle=98.99%, nice=0.00%, steal=0.00%
[1456504588] Auto-save of retention data completed successfully.
[1456508188] Auto-save of retention data completed successfully.
